epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,16460.2,0.69148,0.42914,0.91966,0.93282,0.87169,0.91419,0.73006,0.89683,1.20979,0.6518,0.00118385,0.00118385,0.00118385
43,16921.6,0.70051,0.41083,0.92316,0.90623,0.75223,0.7939,0.64011,0.89354,1.27226,0.65054,0.00117253,0.00117253,0.00117253
44,17315.7,0.69336,0.42382,0.91091,0.96908,0.84584,0.90531,0.71747,0.88958,1.1282,0.65049,0.00116102,0.00116102,0.00116102
45,17710.4,0.70018,0.42181,0.91268,0.93852,0.78489,0.86503,0.689,0.90776,1.36313,0.65311,0.00114931,0.00114931,0.00114931
46,18113.1,0.6828,0.40995,0.90579,0.88445,0.79711,0.8341,0.65923,0.95972,1.34073,0.66489,0.00113742,0.00113742,0.00113742
47,18586.7,0.70679,0.4385,0.9208,0.94493,0.84733,0.92069,0.72424,0.9115,1.17869,0.65486,0.00112534,0.00112534,0.00112534
48,19119.7,0.68318,0.4093,0.9249,0.90893,0.77632,0.8287,0.66152,0.8999,1.27399,0.65441,0.00111309,0.00111309,0.00111309
49,19692.2,0.69325,0.43219,0.91265,0.95405,0.74471,0.78536,0.63109,0.88401,1.18329,0.65297,0.00110066,0.00110066,0.00110066
50,20261.6,0.66294,0.41431,0.9016,0.94656,0.76771,0.81216,0.64717,0.92426,1.28411,0.66168,0.00108807,0.00108807,0.00108807
51,20802.4,0.68944,0.40812,0.91503,0.93816,0.7015,0.78176,0.63128,0.8843,1.18569,0.64982,0.00107532,0.00107532,0.00107532
52,21371.4,0.68111,0.40647,0.91054,0.86822,0.73952,0.76933,0.61488,0.90827,1.39746,0.65436,0.00106242,0.00106242,0.00106242
53,21894.9,0.67466,0.42151,0.91509,0.95166,0.72468,0.77251,0.61233,0.91484,1.20992,0.65451,0.00104936,0.00104936,0.00104936
54,22425.9,0.66559,0.40112,0.90954,0.9224,0.72172,0.77287,0.61606,0.90168,1.32379,0.6498,0.00103616,0.00103616,0.00103616
55,22945.5,0.65426,0.39485,0.89985,0.85428,0.76401,0.81112,0.6429,0.89168,1.49151,0.65436,0.00102282,0.00102282,0.00102282
56,23527.7,0.65565,0.38603,0.89647,0.85735,0.74018,0.76588,0.61361,0.90454,1.33771,0.65504,0.00100935,0.00100935,0.00100935
57,24151.9,0.64615,0.38883,0.89517,0.88944,0.74235,0.78344,0.62138,0.91682,1.29896,0.66459,0.000995756,0.000995756,0.000995756
58,24708.9,0.66747,0.40868,0.91249,0.93531,0.74926,0.78502,0.62442,0.92011,1.15789,0.6605,0.00098204,0.00098204,0.00098204
59,25177.1,0.63388,0.37729,0.89172,0.85614,0.804,0.83031,0.66088,0.9213,1.41793,0.66215,0.000968209,0.000968209,0.000968209
60,25729.1,0.67488,0.39623,0.90159,0.87689,0.66016,0.6881,0.55044,0.91139,1.30298,0.65739,0.00095427,0.00095427,0.00095427
61,26280,0.63961,0.38136,0.89035,0.92663,0.8482,0.89381,0.71691,0.9071,1.12702,0.65385,0.00094023,0.00094023,0.00094023
62,26850,0.64597,0.38692,0.89555,0.89587,0.76326,0.80363,0.65103,0.90194,1.26395,0.6541,0.000926093,0.000926093,0.000926093
63,27406.5,0.65033,0.38575,0.89092,0.91157,0.75612,0.8076,0.63758,0.94287,1.209,0.66683,0.000911867,0.000911867,0.000911867
64,27961.9,0.65917,0.40049,0.8996,0.95272,0.71239,0.7786,0.62936,0.88314,0.95938,0.65585,0.000897557,0.000897557,0.000897557
65,28456.7,0.63042,0.37544,0.89654,0.93914,0.77273,0.83874,0.66947,0.91986,1.13499,0.65964,0.00088317,0.00088317,0.00088317
66,28952,0.62028,0.36711,0.88233,0.97116,0.78283,0.84833,0.68091,0.89988,1.11075,0.6516,0.000868712,0.000868712,0.000868712
67,29486,0.62847,0.37084,0.8825,0.98085,0.71813,0.7775,0.62235,0.89064,1.08873,0.65226,0.00085419,0.00085419,0.00085419
68,29955.2,0.61428,0.36747,0.89187,0.86273,0.65429,0.69939,0.55911,0.90287,1.37401,0.65599,0.00083961,0.00083961,0.00083961
69,30467.8,0.61315,0.38433,0.89422,0.83553,0.65277,0.69169,0.55259,0.90277,1.38043,0.66341,0.000824978,0.000824978,0.000824978
70,31017.8,0.60652,0.36581,0.88962,0.93718,0.7125,0.77177,0.62415,0.86643,1.08399,0.65043,0.0008103,0.0008103,0.0008103
71,31470.9,0.603,0.3496,0.88639,0.95806,0.7614,0.8168,0.65575,0.93051,1.09762,0.66472,0.000795584,0.000795584,0.000795584
72,31934.8,0.60566,0.3595,0.88013,0.895,0.72053,0.7709,0.62244,0.89589,1.16479,0.65672,0.000780835,0.000780835,0.000780835
73,32438,0.61329,0.36554,0.89739,0.87063,0.58633,0.62427,0.50046,0.87295,1.2468,0.64826,0.00076606,0.00076606,0.00076606
74,32882,0.60262,0.36291,0.87565,0.88705,0.72426,0.77408,0.62133,0.89154,1.2116,0.6566,0.000751266,0.000751266,0.000751266
75,33370.9,0.60952,0.36801,0.88471,0.92017,0.77103,0.8075,0.63767,0.9021,1.13377,0.66065,0.000736459,0.000736459,0.000736459
76,33851.2,0.59537,0.3603,0.88589,0.86654,0.72242,0.75906,0.60751,0.87438,1.32782,0.65214,0.000721645,0.000721645,0.000721645
77,34366.3,0.5794,0.34828,0.88402,0.89848,0.68039,0.71713,0.57504,0.88219,1.33476,0.65374,0.000706831,0.000706831,0.000706831
78,34875.5,0.59744,0.35984,0.88114,0.86437,0.66361,0.69875,0.56302,0.84708,1.30035,0.64489,0.000692024,0.000692024,0.000692024
79,35340.8,0.58536,0.35268,0.87639,0.86839,0.6757,0.69931,0.56286,0.86658,1.2263,0.65248,0.00067723,0.00067723,0.00067723
80,35821.4,0.57795,0.35138,0.87889,0.8822,0.73409,0.78981,0.62397,0.9175,1.32741,0.66144,0.000662455,0.000662455,0.000662455
81,36321.1,0.57699,0.34746,0.87077,0.89408,0.72804,0.76933,0.62004,0.87902,1.07203,0.65028,0.000647706,0.000647706,0.000647706
82,36755.6,0.60034,0.35522,0.89135,0.91946,0.73662,0.78679,0.63052,0.86956,1.03581,0.6478,0.00063299,0.00063299,0.00063299
83,37233.5,0.57812,0.34086,0.8704,0.9484,0.79048,0.84851,0.68112,0.87861,1.08619,0.65159,0.000618312,0.000618312,0.000618312
84,37656.2,0.57759,0.34702,0.88145,0.94353,0.74336,0.79129,0.64013,0.89391,1.16761,0.653,0.00060368,0.00060368,0.00060368
85,38153.3,0.56741,0.33985,0.87626,0.92201,0.74455,0.79388,0.63612,0.88727,1.16892,0.65218,0.0005891,0.0005891,0.0005891
86,38668.9,0.58494,0.35115,0.87682,0.8831,0.72566,0.7681,0.61613,0.8848,1.20442,0.65169,0.000574578,0.000574578,0.000574578
87,39120.1,0.55961,0.33095,0.86184,0.9113,0.76046,0.82131,0.66396,0.86609,1.10324,0.64827,0.00056012,0.00056012,0.00056012
88,39672.2,0.54771,0.32827,0.86457,0.90745,0.78056,0.82522,0.66608,0.88278,1.13021,0.65619,0.000545733,0.000545733,0.000545733
89,40151.2,0.57018,0.33785,0.86398,0.88019,0.66247,0.71066,0.57101,0.87889,1.19469,0.65138,0.000531423,0.000531423,0.000531423
90,40611,0.55907,0.32891,0.8702,0.90245,0.75467,0.79162,0.63886,0.86618,1.18301,0.64862,0.000517197,0.000517197,0.000517197
91,41068,0.54487,0.31499,0.86512,0.91975,0.73465,0.80028,0.65421,0.86282,1.18691,0.64665,0.00050306,0.00050306,0.00050306
92,41553.6,0.55788,0.34007,0.87247,0.89162,0.80517,0.84786,0.68132,0.90621,1.1821,0.6588,0.00048902,0.00048902,0.00048902
93,42092.7,0.53682,0.32808,0.86304,0.85821,0.75915,0.82295,0.66058,0.89956,1.27413,0.65774,0.000475081,0.000475081,0.000475081
94,42502.9,0.53625,0.32218,0.86167,0.89792,0.76515,0.79748,0.64273,0.88429,1.356,0.65203,0.00046125,0.00046125,0.00046125
95,42950.6,0.55111,0.33134,0.8691,0.88795,0.75738,0.77962,0.6271,0.88411,1.28165,0.65636,0.000447534,0.000447534,0.000447534
96,43434.1,0.53133,0.31378,0.8635,0.87282,0.75409,0.77807,0.6271,0.88092,1.29087,0.65466,0.000433938,0.000433938,0.000433938
97,43880.6,0.53985,0.32337,0.86905,0.88109,0.65611,0.7023,0.56268,0.87784,1.30008,0.65383,0.000420468,0.000420468,0.000420468
98,44318.9,0.54188,0.32887,0.86465,0.84909,0.68584,0.70834,0.56812,0.88827,1.29859,0.65461,0.00040713,0.00040713,0.00040713
99,44752.9,0.51178,0.30404,0.85794,0.89235,0.71816,0.73715,0.58925,0.90378,1.24076,0.66072,0.00039393,0.00039393,0.00039393
